Rank,Method,WSADE,ADEv,ADEp,ADEb,WSFDE,FDEv,FDEp,FDEb
,http://gamma.cs.unc.edu/TPredict/TrafficPredict.html,8.5881,7.9467,7.1811,12.8805,24.2262,12.7757,11.121,22.7912
1,VI YTF,1.1536,1.9401,0.6721,1.7078,2.1023,3.365,1.2721,3.1433
2,AI-TP,1.1544,1.9878,0.6684,1.678,2.1297,3.5246,1.2667,3.137
3,grip-qd,1.1546,1.985,0.671,1.6745,2.1281,3.5842,1.2652,3.0792
4,sttf,1.1679,1.9874,0.6834,1.7,2.1798,3.5783,1.3048,3.2151
5,s2tnet,1.1679,1.9874,0.6834,1.7,2.1798,3.5783,1.3048,3.2151
6,TEST,1.1768,2.0022,0.6854,1.722,2.2009,3.6378,1.3008,3.2675
7,VAVA,1.1891,2.0034,0.6907,1.7628,2.2118,3.5839,1.317,3.3234
8,Expt58,1.1908,2.0717,0.674,1.7525,2.1884,3.6709,1.2738,3.252
9,test_z,1.1919,2.0705,0.7016,1.6859,2.2283,3.7617,1.3518,3.1451
10,Expt40,1.1942,2.0458,0.6848,1.7629,2.2097,3.6322,1.3048,3.3023
11,ffff_1,1.1945,2.0749,0.6894,1.7257,2.2613,3.8675,1.3151,3.2956
12,Expt37,1.1946,2.0671,0.6788,1.7612,2.1924,3.6425,1.2868,3.2616
13,VI Soc exp rot,1.1947,2.0878,0.6813,1.7363,2.207,3.7661,1.2928,3.2
14,fnb45,1.1947,2.0705,0.7016,1.6983,2.2408,3.7617,1.3518,3.2017
15,Expt51,1.1977,2.0703,0.6919,1.7379,2.2112,3.6844,1.323,3.2134
16,T-GAT,1.201,2.0864,0.7004,1.7159,2.2217,3.7206,1.3327,3.203
17,MCFTP,1.2011,2.0906,0.6971,1.721,2.2382,3.7661,1.3434,3.2084
18,grip-wave,1.2023,2.0867,0.6766,1.7844,2.2439,3.7832,1.2908,3.3574
19,fnb43,1.2038,2.1268,0.7027,1.6859,2.2393,3.8244,1.3491,3.1451
20,test_,1.2038,2.1268,0.7027,1.6859,2.2393,3.8244,1.3491,3.1451
21,stra,1.2048,2.0894,0.6932,1.7492,2.2354,3.7564,1.3134,3.2832
22,Transformer_ＷANG,1.2048,2.0894,0.6932,1.7492,2.2354,3.7564,1.3134,3.2832
23,Expt45_new,1.2049,2.0572,0.6956,1.773,2.2369,3.6403,1.3407,3.3238
24,Expt56,1.2053,2.07,0.7094,1.7266,2.2283,3.6971,1.3503,3.2078
25,Expt52,1.2056,1.9241,0.7699,1.7013,2.2612,3.4452,1.5111,3.1624
26,Expt62,1.2059,2.0848,0.6881,1.7722,2.2305,3.701,1.3165,3.3035
27,test_tcn,1.2061,2.0914,0.6914,1.7583,2.2478,3.7943,1.3257,3.2728
28,DGGCN,1.2069,2.1349,0.7192,1.649,2.2539,3.8925,1.3876,3.0483
29,test,1.2071,2.1108,0.7098,1.6964,2.2596,3.8214,1.3548,3.2252
30,GCCNN,1.2071,2.1108,0.7098,1.6964,2.2596,3.8214,1.3548,3.2252
31,Expt55,1.208,1.9366,0.7754,1.6861,2.2522,3.4558,1.5042,3.1302
32,Expt74,1.2082,2.1212,0.6823,1.7648,2.2279,3.7733,1.3024,3.2628
33,Expt72,1.2089,2.14,0.678,1.7619,2.2377,3.8646,1.2817,3.279
34,Expt45,1.2092,2.0825,0.6956,1.7695,2.2462,3.7181,1.3266,3.3324
35,Expt84,1.2092,2.1024,0.69,1.7661,2.2169,3.7181,1.3211,3.2138
36,Expt70,1.21,2.1212,0.6869,1.7605,2.2311,3.7969,1.3059,3.2467
37,Expt86,1.2103,2.1331,0.687,1.7512,2.2336,3.8022,1.3146,3.2303
38,d\'g\'c\'n\'ndgcnn,1.2103,2.1338,0.7122,1.6838,2.2591,3.8634,1.3643,3.1596
39,dggcnn,1.2103,2.1338,0.7122,1.6838,2.2591,3.8634,1.3643,3.1596
40,dggcnnn,1.2103,2.1338,0.7122,1.6838,2.2591,3.8634,1.3643,3.1596
41,Expt69,1.2104,2.1261,0.6814,1.7724,2.2282,3.8004,1.2882,3.2772
42,Expt68,1.2113,2.1229,0.6932,1.7484,2.2249,3.7776,1.3115,3.2215
43,dgcnnn,1.2121,2.1202,0.7119,1.7051,2.2717,3.8733,1.3681,3.1979
44,Expt67,1.2127,2.1208,0.6837,1.7817,2.2271,3.7643,1.2875,3.3067
45,Expt73,1.213,2.1194,0.6812,1.7911,2.257,3.8011,1.3038,3.3663
46,Expt85,1.2132,2.1076,0.6915,1.7755,2.2357,3.7568,1.3108,3.2914
47,Expt87,1.2145,2.1057,0.6944,1.7756,2.2446,3.7637,1.3246,3.289
48,fnb36,1.2146,2.0937,0.7097,1.7464,2.2462,3.7546,1.3551,3.2244
49,T-GAN,1.2148,2.0941,0.7056,1.758,2.2472,3.7282,1.3438,3.2826
50,Expt88,1.2155,2.0954,0.6989,1.7776,2.2428,3.7279,1.3315,3.295
51,Expt76_2,1.2168,2.1203,0.6821,1.8049,2.2468,3.7774,1.2929,3.3701
52,xyzf,1.217,2.114,0.7001,1.7643,2.3036,3.871,1.3551,3.3792
53,Expt83,1.217,2.116,0.7027,1.7557,2.2339,3.7425,1.3262,3.2554
54,A-GCN,1.2181,2.1016,0.7081,1.7593,2.2577,3.7496,1.3503,3.2937
55,Expt82,1.2183,2.1102,0.7008,1.7716,2.2509,3.7498,1.3334,3.3073
56,dggcn,1.2183,2.1239,0.7334,1.6734,2.2835,3.8507,1.4294,3.1105
57,Traj_test,1.2185,2.1081,0.7073,1.7573,2.2599,3.7609,1.3511,3.2912
58,LLLL,1.2187,2.0576,0.7444,1.7063,2.2573,3.7016,1.4291,3.1276
59,Expt66,1.2188,2.143,0.6845,1.787,2.2308,3.8055,1.287,3.2873
60,tcv_tf_f6,1.2189,2.0602,0.71,1.7958,2.257,3.6652,1.3573,3.3486
61,Expt77,1.2191,2.1342,0.694,1.7714,2.2506,3.8105,1.3222,3.2802
62,Expt42,1.2196,2.089,0.7047,1.7868,2.2694,3.707,1.3614,3.3563
63,Expt21,1.2199,2.103,0.6948,1.8014,2.2632,3.7242,1.3327,3.3881
64,Expt36,1.2199,2.0994,0.7107,1.763,2.2499,3.7451,1.3488,3.2661
65,Expt59,1.2204,2.1307,0.6988,1.7681,2.233,3.793,1.3105,3.2467
66,test_conv,1.2204,2.0824,0.7055,1.7944,2.2985,3.802,1.3434,3.4495
67,test_block,1.2204,2.0824,0.7055,1.7944,2.2985,3.802,1.3434,3.4495
68,test_patch,1.2204,2.0824,0.7055,1.7944,2.2985,3.802,1.3434,3.4495
69,Expt76_1,1.2208,2.1553,0.6919,1.7656,2.2646,3.8588,1.3313,3.2757
70,tf_base,1.2216,2.0846,0.698,1.8175,2.2707,3.7456,1.3331,3.4017
71,sdfds,1.2216,2.1407,0.7276,1.6883,2.2858,3.9076,1.4018,3.1422
72,Expt48,1.2218,2.1049,0.7012,1.7916,2.2714,3.7527,1.3423,3.3744
73,VI Pretr Social,1.2219,2.1185,0.6872,1.8166,2.2692,3.7907,1.31,3.415
74,SimpleNet,1.222,2.0951,0.7083,1.7828,2.2811,3.7663,1.3582,3.364
75,Expt41,1.2226,1.9209,0.8056,1.687,2.2878,3.4484,1.5805,3.0972
76,dgcnn,1.2226,2.1517,0.7214,1.6993,2.2919,3.916,1.3956,3.1784
77,APII,1.2228,2.1328,0.7243,1.7099,2.3045,3.8791,1.4055,3.2432
78,Expt54,1.2231,1.9099,0.7824,1.7604,2.2666,3.3821,1.5149,3.2341
79,Expt78,1.2232,2.1289,0.6957,1.7905,2.2505,3.7908,1.3226,3.2965
80,Expt71,1.2244,2.128,0.6932,1.8033,2.2777,3.8301,1.3263,3.3746
81,fnb41,1.2246,2.1407,0.718,1.7273,2.2773,3.8732,1.3752,3.2048
82,Expt89,1.2249,2.1017,0.7165,1.7682,2.2546,3.7142,1.3636,3.2766
83,Expt80,1.2251,2.1256,0.7075,1.7711,2.2594,3.7609,1.3502,3.2915
84,GTP-v1,1.2258,2.1306,0.7244,1.7252,2.2767,3.8402,1.3811,3.2163
85,GTP-v2,1.2258,2.1306,0.7244,1.7252,2.2767,3.8402,1.3811,3.2163
86,base_feature_50_epoch,1.2258,2.1014,0.708,1.7949,2.3156,3.8544,1.3585,3.4399
87,base_feature_100_epoch,1.2258,2.1014,0.708,1.7949,2.3156,3.8544,1.3585,3.4399
88,Expt60,1.2259,2.133,0.6975,1.7944,2.2531,3.8129,1.3128,3.3141
89,TypeL19,1.2262,2.0734,0.7138,1.807,2.29,3.7235,1.3858,3.3707
90,Expt43,1.2271,2.1165,0.7103,1.7811,2.2736,3.7718,1.3581,3.3251
91,Expt78_3,1.2279,2.1419,0.704,1.7781,2.2666,3.8104,1.3371,3.3136
92,MODEL_45,1.228,2.1014,0.7292,1.7488,2.2985,3.8056,1.3919,3.3186
93,Expt78_1,1.2282,2.1439,0.7031,1.7799,2.2698,3.8239,1.3348,3.322
94,Expt78_2,1.2282,2.1439,0.7031,1.7799,2.2698,3.8239,1.3348,3.322
95,Expt75,1.2286,2.1678,0.6916,1.7904,2.2615,3.8605,1.3099,3.3166
96,sdfsd,1.2286,2.1065,0.734,1.7346,2.31,3.8461,1.4169,3.2681
97,last_169,1.2286,2.1065,0.734,1.7346,2.31,3.8461,1.4169,3.2681
98,base_feature_5,1.2295,2.0936,0.7088,1.8166,2.3256,3.8068,1.3769,3.4802
99,tf_1,1.23,2.1083,0.7088,1.8054,2.2949,3.7916,1.364,3.3886
100,MODEL_45(2),1.2306,2.1477,0.7147,1.7568,2.2949,3.8632,1.3736,3.2982
101,MODEL_45(4),1.2306,2.1477,0.7147,1.7568,2.2949,3.8632,1.3736,3.2982
102,model_45_best,1.2306,2.1477,0.7147,1.7568,2.2949,3.8632,1.3736,3.2982
103,Own_45,1.2306,2.1477,0.7147,1.7568,2.2949,3.8632,1.3736,3.2982
104,undefined_45,1.2306,2.1477,0.7147,1.7568,2.2949,3.8632,1.3736,3.2982
105,wang5,1.2313,2.1243,0.7059,1.8046,2.2685,3.7803,1.3349,3.3555
106,Expt31,1.2316,2.1286,0.7123,1.7853,2.2782,3.8016,1.3548,3.3279
107,MODEL_33,1.2317,2.125,0.7395,1.7172,2.3018,3.8482,1.4171,3.2286
108,MODEL_70,1.2319,2.0757,0.7465,1.7447,2.3098,3.7551,1.4253,3.3277
109,GNN_45,1.232,2.1032,0.7328,1.7563,2.3072,3.8074,1.4005,3.3339
110,wang6,1.2321,2.0893,0.7331,1.7685,2.2749,3.7256,1.3929,3.2814
111,MODEL_50(2),1.2323,2.1607,0.7137,1.7555,2.2969,3.8996,1.3707,3.2818
112,4_240,1.2323,2.1227,0.7186,1.7772,2.2997,3.8334,1.3793,3.3321
113,Expt79,1.2325,2.1447,0.708,1.7859,2.2689,3.7896,1.3456,3.3204
114,Expt81_1,1.2327,2.1798,0.6976,1.7823,2.2691,3.8644,1.3326,3.2877
115,6_244,1.233,2.1084,0.7179,1.795,2.3189,3.7818,1.3993,3.4135
116,dsfdsf,1.2334,2.1389,0.7387,1.7144,2.2968,3.8798,1.4197,3.1701
117,fnb44,1.2334,2.124,0.7359,1.7353,2.2836,3.8184,1.4058,3.2024
118,TypeL40,1.2336,1.8901,0.8364,1.684,2.3141,3.3496,1.6568,3.1054
119,fnb56,1.2344,2.1361,0.7236,1.7615,2.319,3.8986,1.3801,3.3582
120,base_nodefre,1.2351,2.0643,0.724,1.8288,2.2909,3.6934,1.3728,3.4362
121,wertyy,1.2354,2.1783,0.7339,1.7002,2.3156,3.9622,1.422,3.1746
122,hgfopo,1.2354,2.1783,0.7339,1.7002,2.3156,3.9622,1.422,3.1746
123,asse,1.2354,2.1783,0.7339,1.7002,2.3156,3.9622,1.422,3.1746
124,5354353,1.2354,2.1783,0.7339,1.7002,2.3156,3.9622,1.422,3.1746
125,234242,1.2354,2.1783,0.7339,1.7002,2.3156,3.9622,1.422,3.1746
126,10_266,1.2358,2.1405,0.7103,1.7987,2.2805,3.8342,1.3368,3.3561
127,Expt33,1.2362,2.1094,0.7236,1.7936,2.3155,3.7823,1.3851,3.4351
128,last_129,1.2362,2.1585,0.7299,1.7327,2.3287,3.953,1.4081,3.279
129,Expt81_3,1.2376,2.1818,0.7013,1.7931,2.2727,3.8547,1.3396,3.2946
130,AGCN,1.2381,2.1627,0.713,1.7817,2.3088,3.891,1.3639,3.3616
131,21_254,1.2381,2.1251,0.7065,1.8334,2.3037,3.7867,1.3523,3.4637
132,VAVAVA,1.2385,2.1776,0.7204,1.7508,2.2874,3.9152,1.3683,3.2306
133,VVVV,1.2385,2.1776,0.7204,1.7508,2.2874,3.9152,1.3683,3.2306
134,sense_prediction,1.2387,2.1373,0.7102,1.8149,2.2697,3.751,1.3658,3.3061
135,MODEL_55(2),1.2387,2.169,0.7162,1.7703,2.3284,3.9482,1.3838,3.3462
136,Expy80,1.2389,2.142,0.7164,1.7956,2.2818,3.7738,1.3695,3.3308
137,Expt34,1.2391,2.1065,0.7286,1.7964,2.2979,3.7883,1.3678,3.3951
138,VI Social expand,1.2392,2.1722,0.716,1.7704,2.3092,3.9178,1.3808,3.2943
139,xriver007_1all_e45load,1.2392,2.1892,0.7122,1.7647,2.3091,3.968,1.3551,3.3163
140,xriver007_1all_e45load2,1.2392,2.1892,0.7122,1.7647,2.3091,3.968,1.3551,3.3163
141,wang8,1.2394,2.1053,0.726,1.8055,2.2905,3.7419,1.3847,3.3592
142,4_237,1.2394,2.1575,0.712,1.7953,2.3152,3.8982,1.3697,3.3686
